Date,Consolidated,Description,Catgory 1,Category 2,Category 3,Debit,Credit,Balance,DR/CR
5/1/2023,"Ultra Tune /Expense/Transport/Car Insurance, Rego & Maintenance",Ultra Tune ,Expense,Transport,"Car Insurance, Rego & Maintenance",337,0,4705,DR
7/1/2023,Menulog /Expense/Leisure & Lifestyle/Takeaway,Menulog ,Expense,Leisure & Lifestyle,Takeaway,347,0,4358,DR
8/1/2023,Surf Dive 'n Ski /Expense/Personal/Clothing & Accessories,Surf Dive 'n Ski ,Expense,Personal,Clothing & Accessories,14,0,4344,DR
10/1/2023,"Bridgestone Select /Expense/Transport/Car Insurance, Rego & Maintenance",Bridgestone Select ,Expense,Transport,"Car Insurance, Rego & Maintenance",137,0,4207,DR
13/1/2023,BP /Expense/Transport/Fuel,BP ,Expense,Transport,Fuel,265,0,3942,DR
14/1/2023,Officeworks /Expense/Personal/Life Admin,Officeworks ,Expense,Personal,Life Admin,115,0,3827,DR
15/1/2023,Stand Up Paddleboard Rental /Expense/Personal/Fitness & Wellbeing,Stand Up Paddleboard Rental ,Expense,Personal,Fitness & Wellbeing,86,0,3741,DR
16/1/2023,"Foxtel /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Foxtel ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",247,0,3494,DR
16/1/2023,"Green Slip Insurance /Expense/Transport/Car Insurance, Rego & Maintenance",Green Slip Insurance ,Expense,Transport,"Car Insurance, Rego & Maintenance",67,0,3427,DR
16/1/2023,Microsoft 365 /Expense/Personal/Education,Microsoft 365 ,Expense,Personal,Education,281,0,3146,DR
18/1/2023,Acupuncture Clinic /Expense/Personal/Health & Medical,Acupuncture Clinic ,Expense,Personal,Health & Medical,93,0,3053,DR
18/1/2023,Anytime Fitness /Expense/Personal/Fitness & Wellbeing,Anytime Fitness ,Expense,Personal,Fitness & Wellbeing,93,0,2960,DR
18/1/2023,"Barbeques Galore /Expense/Household/Furniture, Electronics & Homewares",Barbeques Galore ,Expense,Household,"Furniture, Electronics & Homewares",143,0,2817,DR
19/1/2023,Greencross Vets /Expense/Household/Pets,Greencross Vets ,Expense,Household,Pets,235,0,2582,DR
20/1/2023,The Australian /Expense/Personal/Education,The Australian ,Expense,Personal,Education,171,0,2411,DR
20/1/2023,Centrelink JobSeeker Payment /Income/Income/Other Income,Centrelink JobSeeker Payment ,Income,Income,Other Income,215,0,2196,DR
21/1/2023,The Victory Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,The Victory Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,107,0,2089,DR
24/1/2023,The Body Shop /Expense/Personal/Hair & Beauty,The Body Shop ,Expense,Personal,Hair & Beauty,173,0,1916,DR
25/1/2023,ALDI /Expense/Household/Groceries,ALDI ,Expense,Household,Groceries,83,0,1833,DR
25/1/2023,Apple Store /Expense/Leisure & Lifestyle/Electronics,Apple Store ,Expense,Leisure & Lifestyle,Electronics,184,0,1649,DR
26/1/2023,Medicare Claim /Expense/Personal/Health & Medical,Medicare Claim ,Expense,Personal,Health & Medical,53,0,1596,DR
27/1/2023,KU Children's Services /Expense/Personal/Children & Family,KU Children's Services ,Expense,Personal,Children & Family,45,0,1551,DR
27/1/2023,Café Nero /Expense/Leisure & Lifestyle/Restaurants & Cafes,Café Nero ,Expense,Leisure & Lifestyle,Restaurants & Cafes,43,0,1508,DR
28/1/2023,"Le Creuset /Expense/Household/Furniture, Electronics & Homewares",Le Creuset ,Expense,Household,"Furniture, Electronics & Homewares",141,0,1367,DR
28/1/2023,"Ultra Tune /Expense/Transport/Car Insurance, Rego & Maintenance",Ultra Tune ,Expense,Transport,"Car Insurance, Rego & Maintenance",69,0,1298,DR
1/2/2023,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7298,CR
2/2/2023,Kumon /Expense/Personal/Education,Kumon ,Expense,Personal,Education,519,0,6779,DR
2/2/2023, EnergyAustralia /Expense/Household/Utilities, EnergyAustralia ,Expense,Household,Utilities,256,0,6523,DR
2/2/2023,"Harvey Norman /Expense/Household/Furniture, Electronics & Homewares",Harvey Norman ,Expense,Household,"Furniture, Electronics & Homewares",482,0,6041,DR
2/2/2023,Rip Curl /Expense/Personal/Clothing & Accessories,Rip Curl ,Expense,Personal,Clothing & Accessories,241,0,5800,DR
3/2/2023,The Body Shop /Expense/Personal/Hair & Beauty,The Body Shop ,Expense,Personal,Hair & Beauty,356,0,5444,DR
3/2/2023,Karate for Kids /Expense/Personal/Fitness & Wellbeing,Karate for Kids ,Expense,Personal,Fitness & Wellbeing,332,0,5112,DR
3/2/2023,Timezone /Expense/Leisure & Lifestyle/Entertainment,Timezone ,Expense,Leisure & Lifestyle,Entertainment,238,0,4874,DR
3/2/2023,Decathlon /Expense/Personal/Fitness & Wellbeing,Decathlon ,Expense,Personal,Fitness & Wellbeing,118,0,4756,DR
3/2/2023,Aqua Fun Park /Expense/Leisure & Lifestyle/Holidays & Travel,Aqua Fun Park ,Expense,Leisure & Lifestyle,Holidays & Travel,96,0,4660,DR
3/2/2023,Stand Up Paddleboard Rental /Expense/Personal/Fitness & Wellbeing,Stand Up Paddleboard Rental ,Expense,Personal,Fitness & Wellbeing,403,0,4257,DR
3/2/2023,Little Athletics /Expense/Personal/Fitness & Wellbeing,Little Athletics ,Expense,Personal,Fitness & Wellbeing,288,0,3969,DR
4/2/2023,Westpac Dividend Deposit /Income/Income/Investments,Westpac Dividend Deposit ,Income,Income,Investments,262,0,3707,DR
5/2/2023,The Brisbane Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,The Brisbane Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,50,0,3657,DR
5/2/2023,"Barbeques Galore /Expense/Household/Furniture, Electronics & Homewares",Barbeques Galore ,Expense,Household,"Furniture, Electronics & Homewares",340,0,3317,DR
5/2/2023,Westpac Dividend Deposit /Income/Income/Investments,Westpac Dividend Deposit ,Income,Income,Investments,267,0,3050,DR
7/2/2023,"Apple Music /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Apple Music ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",213,0,2837,DR
7/2/2023,Origin Energy /Expense/Household/Utilities,Origin Energy ,Expense,Household,Utilities,99,0,2738,DR
8/2/2023,Dymocks /Expense/Leisure & Lifestyle/Hobbies,Dymocks ,Expense,Leisure & Lifestyle,Hobbies,244,0,2494,DR
8/2/2023,"MyCar Tyre & Auto /Expense/Transport/Car Insurance, Rego & Maintenance",MyCar Tyre & Auto ,Expense,Transport,"Car Insurance, Rego & Maintenance",73,0,2421,DR
8/2/2023,Officeworks /Expense/Personal/Life Admin,Officeworks ,Expense,Personal,Life Admin,104,0,2317,DR
8/2/2023,Witchery /Expense/Personal/Clothing & Accessories,Witchery ,Expense,Personal,Clothing & Accessories,109,0,2208,DR
8/2/2023,EnergyAustralia /Expense/Household/Utilities,EnergyAustralia ,Expense,Household,Utilities,8,0,2200,DR
9/2/2023, National Bank /Expense/Personal/Fees & Charges, National Bank ,Expense,Personal,Fees & Charges,141,0,2059,DR
9/2/2023, Rentokil /Expense/Household/Maintenance & Improvements, Rentokil ,Expense,Household,Maintenance & Improvements,146,0,1913,DR
9/2/2023,Swim Australia /Expense/Personal/Fitness & Wellbeing,Swim Australia ,Expense,Personal,Fitness & Wellbeing,111,0,1802,DR
9/2/2023, Metricon /Expense/Household/Maintenance & Improvements, Metricon ,Expense,Household,Maintenance & Improvements,79,0,1723,DR
10/2/2023,Woolworths /Expense/Household/Groceries,Woolworths ,Expense,Household,Groceries,105,0,1618,DR
10/2/2023,Endota Spa /Expense/Personal/Fitness & Wellbeing,Endota Spa ,Expense,Personal,Fitness & Wellbeing,37,0,1581,DR
11/2/2023,Sunburn Swimwear /Expense/Personal/Clothing & Accessories,Sunburn Swimwear ,Expense,Personal,Clothing & Accessories,14,0,1567,DR
11/2/2023,Kumon /Expense/Personal/Education,Kumon ,Expense,Personal,Education,72,0,1495,DR
14/2/2023,Dan Murphy’s /Expense/Leisure & Lifestyle/Alcohol,Dan Murphy’s ,Expense,Leisure & Lifestyle,Alcohol,38,0,1457,DR
14/2/2023,"The Good Guys /Expense/Household/Furniture, Electronics & Homewares",The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",121,0,1336,DR
15/2/2023,Menulog /Expense/Leisure & Lifestyle/Takeaway,Menulog ,Expense,Leisure & Lifestyle,Takeaway,39,0,1297,DR
15/2/2023,"Green Slip Insurance /Expense/Transport/Car Insurance, Rego & Maintenance",Green Slip Insurance ,Expense,Transport,"Car Insurance, Rego & Maintenance",24,0,1273,DR
15/2/2023,Beachside Caravan Park /Expense/Leisure & Lifestyle/Holidays & Travel,Beachside Caravan Park ,Expense,Leisure & Lifestyle,Holidays & Travel,82,0,1191,DR
15/2/2023,BP /Expense/Transport/Fuel,BP ,Expense,Transport,Fuel,95,0,1096,DR
15/2/2023,Booktopia /Expense/Leisure & Lifestyle/Hobbies,Booktopia ,Expense,Leisure & Lifestyle,Hobbies,108,0,988,DR
16/2/2023, Jim's Mowing /Expense/Household/Maintenance & Improvements, Jim's Mowing ,Expense,Household,Maintenance & Improvements,95,0,893,DR
17/2/2023, Ray White Real Estate /Expense/Personal/Life Admin, Ray White Real Estate ,Expense,Personal,Life Admin,90,0,803,DR
17/2/2023,Beach Café /Expense/Leisure & Lifestyle/Restaurants & Cafes,Beach Café ,Expense,Leisure & Lifestyle,Restaurants & Cafes,47,0,756,DR
17/2/2023,The Australian /Expense/Personal/Education,The Australian ,Expense,Personal,Education,20,0,736,DR
17/2/2023,The Coffee Club /Expense/Leisure & Lifestyle/Restaurants & Cafes,The Coffee Club ,Expense,Leisure & Lifestyle,Restaurants & Cafes,51,0,685,DR
18/2/2023, Jim's Mowing /Expense/Household/Maintenance & Improvements, Jim's Mowing ,Expense,Household,Maintenance & Improvements,47,0,638,DR
19/2/2023,Flight Centre /Expense/Leisure & Lifestyle/Holidays & Travel,Flight Centre ,Expense,Leisure & Lifestyle,Holidays & Travel,37,0,601,DR
19/2/2023,Eau De Vie /Expense/Leisure & Lifestyle/Pubs & Bars,Eau De Vie ,Expense,Leisure & Lifestyle,Pubs & Bars,14,0,587,DR
19/2/2023,Chemist Warehouse /Expense/Personal/Health & Medical,Chemist Warehouse ,Expense,Personal,Health & Medical,29,0,558,DR
19/2/2023,Toys 'R' Us /Expense/Personal/CHildren & Family,Toys 'R' Us ,Expense,Personal,CHildren & Family,49,0,509,DR
19/2/2023,Pizza Hut /Expense/Leisure & Lifestyle/Takeaway,Pizza Hut ,Expense,Leisure & Lifestyle,Takeaway,15,0,494,DR
20/2/2023,Optometrist /Expense/Personal/Health & Medical,Optometrist ,Expense,Personal,Health & Medical,22,0,472,DR
21/2/2023, National Bank /Expense/Personal/Fees & Charges, National Bank ,Expense,Personal,Fees & Charges,5,0,467,DR
21/2/2023,"Service NSW /Expense/Transport/Car Insurance, Rego & Maintenance",Service NSW ,Expense,Transport,"Car Insurance, Rego & Maintenance",44,0,423,DR
24/2/2023,Gold's Gym /Expense/Personal/Fitness & Wellbeing,Gold's Gym ,Expense,Personal,Fitness & Wellbeing,41,0,382,DR
24/2/2023,Local Hospital /Expense/Personal/Health & Medical,Local Hospital ,Expense,Personal,Health & Medical,26,0,356,DR
24/2/2023,"NRMA Roadside Assistance /Expense/Transport/Car Insurance, Rego & Maintenance",NRMA Roadside Assistance ,Expense,Transport,"Car Insurance, Rego & Maintenance",18,0,338,DR
24/2/2023,Catholic Education Office /Expense/Personal/Education,Catholic Education Office ,Expense,Personal,Education,9,0,329,DR
24/2/2023,Spotlight /Expense/Leisure & Lifestyle/Hobbies,Spotlight ,Expense,Leisure & Lifestyle,Hobbies,15,0,314,DR
24/2/2023," The Good Guys /Expense/Household/Furniture, Electronics & Homewares", The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",8,0,306,DR
27/2/2023,Australian Veterinary Association /Expense/Household/Pets,Australian Veterinary Association ,Expense,Household,Pets,17,0,289,DR
27/2/2023,"VicRoads /Expense/Transport/Car Insurance, Rego & Maintenance",VicRoads ,Expense,Transport,"Car Insurance, Rego & Maintenance",15,0,274,DR
28/2/2023,VetLove /Expense/Household/Pets,VetLove ,Expense,Household,Pets,7,0,267,DR
1/3/2023,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6267,CR
4/3/2023," Fantastic Furniture /Expense/Household/Furniture, Electronics & Homewares", Fantastic Furniture ,Expense,Household,"Furniture, Electronics & Homewares",300,0,5967,DR
4/3/2023,OfficeMax /Expense/Personal/Life Admin,OfficeMax ,Expense,Personal,Life Admin,562,0,5405,DR
4/3/2023,Upwork Freelancer Payment /Income/Income/Other Income,Upwork Freelancer Payment ,Income,Income,Other Income,444,0,4961,DR
5/3/2023, Jim’s Building Inspections /Expense/Household/Maintenance & Improvements, Jim’s Building Inspections ,Expense,Household,Maintenance & Improvements,60,0,4901,DR
5/3/2023,Fitness First /Expense/Personal/Fitness & Wellbeing,Fitness First ,Expense,Personal,Fitness & Wellbeing,123,0,4778,DR
5/3/2023,Chinatown Night Market /Expense/Leisure & Lifestyle/Pubs & Bars,Chinatown Night Market ,Expense,Leisure & Lifestyle,Pubs & Bars,311,0,4467,DR
6/3/2023,Chiropractor /Expense/Personal/Health & Medical,Chiropractor ,Expense,Personal,Health & Medical,193,0,4274,DR
6/3/2023,VetLove /Expense/Household/Pets,VetLove ,Expense,Household,Pets,49,0,4225,DR
7/3/2023,Ladbrokes /Expense/Leisure & Lifestyle/Lottery & Gambling,Ladbrokes ,Expense,Leisure & Lifestyle,Lottery & Gambling,19,0,4206,DR
7/3/2023,Grill'd /Expense/Leisure & Lifestyle/Takeaway,Grill'd ,Expense,Leisure & Lifestyle,Takeaway,206,0,4000,DR
9/3/2023,"Adairs /Expense/Household/Furniture, Electronics & Homewares",Adairs ,Expense,Household,"Furniture, Electronics & Homewares",6,0,3994,DR
11/3/2023,Quay Restaurant /Expense/Leisure & Lifestyle/Pubs & Bars,Quay Restaurant ,Expense,Leisure & Lifestyle,Pubs & Bars,256,0,3738,DR
12/3/2023,Zarraffa's Coffee /Expense/Leisure & Lifestyle/Restaurants & Cafes,Zarraffa's Coffee ,Expense,Leisure & Lifestyle,Restaurants & Cafes,112,0,3626,DR
12/3/2023,Coles /Expense/Household/Groceries,Coles ,Expense,Household,Groceries,143,0,3483,DR
13/3/2023,Country Road /Expense/Personal/Clothing & Accessories,Country Road ,Expense,Personal,Clothing & Accessories,308,0,3175,DR
13/3/2023,"Repco /Expense/Transport/Car Insurance, Rego & Maintenance",Repco ,Expense,Transport,"Car Insurance, Rego & Maintenance",13,0,3162,DR
13/3/2023,Palace Cinemas /Expense/Leisure & Lifestyle/Entertainment,Palace Cinemas ,Expense,Leisure & Lifestyle,Entertainment,191,0,2971,DR
14/3/2023,Coles /Expense/Household/Groceries,Coles ,Expense,Household,Groceries,60,0,2911,DR
14/3/2023,Sunnybank Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Sunnybank Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,17,0,2894,DR
15/3/2023,Coles Express /Expense/Transport/Fuel,Coles Express ,Expense,Transport,Fuel,216,0,2678,DR
15/3/2023,Pizza Hut /Expense/Leisure & Lifestyle/Takeaway,Pizza Hut ,Expense,Leisure & Lifestyle,Takeaway,89,0,2589,DR
16/3/2023,Camp Australia /Expense/Leisure & Lifestyle/Hobbies,Camp Australia ,Expense,Leisure & Lifestyle,Hobbies,120,0,2469,DR
16/3/2023,Rooftop Bar /Expense/Leisure & Lifestyle/Pubs & Bars,Rooftop Bar ,Expense,Leisure & Lifestyle,Pubs & Bars,43,0,2426,DR
16/3/2023, Jim's Mowing /Expense/Household/Maintenance & Improvements, Jim's Mowing ,Expense,Household,Maintenance & Improvements,114,0,2312,DR
19/3/2023,Music Academy /Expense/Leisure & Lifestyle/Hobbies,Music Academy ,Expense,Leisure & Lifestyle,Hobbies,186,0,2126,DR
22/3/2023,PayPal Transfer from Sale /Income/Income/Other Income,PayPal Transfer from Sale ,Income,Income,Other Income,46,0,2080,DR
22/3/2023,Little Athletics /Expense/Personal/Fitness & Wellbeing,Little Athletics ,Expense,Personal,Fitness & Wellbeing,88,0,1992,DR
22/3/2023,The Coffee Club /Expense/Leisure & Lifestyle/Restaurants & Cafes,The Coffee Club ,Expense,Leisure & Lifestyle,Restaurants & Cafes,63,0,1929,DR
24/3/2023,Shell V Power/Expense/Transport/Fuel,Shell V Power,Expense,Transport,Fuel,152,0,1777,DR
24/3/2023,Zarraffa's Coffee /Expense/Leisure & Lifestyle/Restaurants & Cafes,Zarraffa's Coffee ,Expense,Leisure & Lifestyle,Restaurants & Cafes,105,0,1672,DR
24/3/2023,Chemist Warehouse /Expense/Personal/Health & Medical,Chemist Warehouse ,Expense,Personal,Health & Medical,36,0,1636,DR
25/3/2023,Ice Cream Parlour /Expense/Leisure & Lifestyle/Takeaway,Ice Cream Parlour ,Expense,Leisure & Lifestyle,Takeaway,149,0,1487,DR
25/3/2023,Beach Café /Expense/Leisure & Lifestyle/Restaurants & Cafes,Beach Café ,Expense,Leisure & Lifestyle,Restaurants & Cafes,56,0,1431,DR
25/3/2023,The Iconic /Expense/Personal/Clothing & Accessories,The Iconic ,Expense,Personal,Clothing & Accessories,114,0,1317,DR
26/3/2023, BSA Ltd /Expense/Household/Maintenance & Improvements, BSA Ltd ,Expense,Household,Maintenance & Improvements,11,0,1306,DR
26/3/2023,Petbarn /Expense/Household/Pets,Petbarn ,Expense,Household,Pets,129,0,1177,DR
26/3/2023,Rip Curl /Expense/Personal/Clothing & Accessories,Rip Curl ,Expense,Personal,Clothing & Accessories,93,0,1084,DR
27/3/2023,Airbnb Host Income /Income/Income/Other Income,Airbnb Host Income ,Income,Income,Other Income,69,0,1015,DR
28/3/2023,David Jones /Expense/Personal/Clothing & Accessories,David Jones ,Expense,Personal,Clothing & Accessories,31,0,984,DR
28/3/2023,Vodafone Prepaid /Expense/Personal/Mobile Phone,Vodafone Prepaid ,Expense,Personal,Mobile Phone,8,0,976,DR
28/3/2023,Coles Express /Expense/Transport/Fuel,Coles Express ,Expense,Transport,Fuel,57,0,919,DR
1/4/2023,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6919,CR
2/4/2023, Brisbane City Council /Expense/Household/Rates & Insurance, Brisbane City Council ,Expense,Household,Rates & Insurance,378,0,6541,DR
4/4/2023,Anytime Fitness /Expense/Personal/Fitness & Wellbeing,Anytime Fitness ,Expense,Personal,Fitness & Wellbeing,594,0,5947,DR
6/4/2023,The Baxter Inn /Expense/Leisure & Lifestyle/Pubs & Bars,The Baxter Inn ,Expense,Leisure & Lifestyle,Pubs & Bars,160,0,5787,DR
6/4/2023,Muffin Break /Expense/Leisure & Lifestyle/Restaurants & Cafes,Muffin Break ,Expense,Leisure & Lifestyle,Restaurants & Cafes,562,0,5225,DR
7/4/2023,Endota Spa /Expense/Personal/Fitness & Wellbeing,Endota Spa ,Expense,Personal,Fitness & Wellbeing,190,0,5035,DR
7/4/2023,Coles /Expense/Household/Groceries,Coles ,Expense,Household,Groceries,184,0,4851,DR
7/4/2023,KU Children's Services /Expense/Personal/Children & Family,KU Children's Services ,Expense,Personal,Children & Family,69,0,4782,DR
8/4/2023,"Foxtel /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Foxtel ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",192,0,4590,DR
8/4/2023,Soccer Clubs /Expense/Personal/Fitness & Wellbeing,Soccer Clubs ,Expense,Personal,Fitness & Wellbeing,43,0,4547,DR
8/4/2023,AMF Bowling /Expense/Leisure & Lifestyle/Entertainment,AMF Bowling ,Expense,Leisure & Lifestyle,Entertainment,279,0,4268,DR
11/4/2023,"Kmart Tyre & Auto Service /Expense/Transport/Car Insurance, Rego & Maintenance",Kmart Tyre & Auto Service ,Expense,Transport,"Car Insurance, Rego & Maintenance",321,0,3947,DR
11/4/2023,"VicRoads /Expense/Transport/Car Insurance, Rego & Maintenance",VicRoads ,Expense,Transport,"Car Insurance, Rego & Maintenance",158,0,3789,DR
11/4/2023,Dan Murphy’s /Expense/Leisure & Lifestyle/Alcohol,Dan Murphy’s ,Expense,Leisure & Lifestyle,Alcohol,165,0,3624,DR
12/4/2023,"Service NSW /Expense/Transport/Car Insurance, Rego & Maintenance",Service NSW ,Expense,Transport,"Car Insurance, Rego & Maintenance",17,0,3607,DR
13/4/2023,South East Water /Expense/Household/Utilities,South East Water ,Expense,Household,Utilities,163,0,3444,DR
14/4/2023,Queensland Urban Utilities /Expense/Household/Utilities,Queensland Urban Utilities ,Expense,Household,Utilities,181,0,3263,DR
15/4/2023,"Le Creuset /Expense/Household/Furniture, Electronics & Homewares",Le Creuset ,Expense,Household,"Furniture, Electronics & Homewares",181,0,3082,DR
15/4/2023,CommSec Share Trading Gains /Income/Income/Investments,CommSec Share Trading Gains ,Income,Income,Investments,9,0,3073,DR
18/4/2023,Queensland Urban Utilities /Expense/Household/Utilities,Queensland Urban Utilities ,Expense,Household,Utilities,105,0,2968,DR
19/4/2023,Ice Cream Parlour /Expense/Leisure & Lifestyle/Takeaway,Ice Cream Parlour ,Expense,Leisure & Lifestyle,Takeaway,57,0,2911,DR
