product_type,,,,,snapshot_date,available_credit,available_fum,transaction_id,,transaction_effective_date,transaction_amount,credit_debit_indicator,statement_description,high_level_transaction_purpose,mid_level_transaction_purpose,low_level_transaction_purpose,transaction_code,merchant_id,product_type_credit_card,snapshot_date_credit_card,statement_due_day,closing_balance,minimum_repayment_amount,previous_repayment_date,previous_repayment_amount
home loan,,,,,7/31/2023,120299.79,349339.47,760,,11/28/2023,6835.3,debit,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,312,6514,credit card,04-08-2024,6,985745.92,179.96,05-07-2023,9621.63
offset,,,,,4/13/2024,47463.93,331999.1,761,,11/28/2023,4450.82,credit,id luctus nec molestie sed justo pellentesque viverra pede ac,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,644,8146,credit card,07-10-2023,4,275130.43,7509.48,3/17/2024,8177.13
savings,,,,,10-06-2023,352236.81,709619.23,762,,6/13/2023,3129.7,credit,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,936,9749,credit card,06-01-2023,15,359531.59,2730.68,01-04-2024,178.09
offset,,,,,9/21/2023,287676.24,422242.94,763,,12/17/2023,8251.77,credit,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,480,4247,credit card,03-09-2024,26,997586.72,4744.62,5/30/2023,5840.16
offset,,,,,09-09-2023,995657.91,349113.27,764,,7/22/2023,5745.61,debit,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,sapien cursus vestibulum proin eu mi nulla ac enim in tempor,urna pretium nisl ut volutpat sapien arcu sed augue aliquam,708,8203,credit card,10-05-2023,22,690766.54,2714.45,6/14/2023,7837.96
transaction,,,,,10-07-2023,148320.11,988997.61,765,,7/20/2023,3539.02,debit,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,478,7111,credit card,8/24/2023,4,437351.83,4901.57,2/18/2024,2093.17
transaction,,,,,9/24/2023,518947.82,995143.84,766,,12-06-2023,5712.3,debit,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,385,5716,credit card,9/19/2023,8,538876.83,2915.29,02-06-2024,675.03
savings,,,,,11/26/2023,977148.47,167177.21,767,,02-04-2024,4893.4,credit,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,eleifend luctus ultricies eu nibh quisque id justo sit amet,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,342,5102,credit card,4/25/2024,12,665730.61,450.91,10/27/2023,9650.58
savings,,,,,01-08-2024,95281.11,562385.68,768,,02-06-2024,3141.78,debit,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,aliquam non mauris morbi non lectus aliquam sit amet diam in,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,856,1070,credit card,3/30/2024,3,341683.49,4381.43,5/16/2023,6984.27
offset,,,,,12/20/2023,727769.01,77066.66,769,,12/24/2023,4755.15,credit,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,626,4613,credit card,4/17/2024,29,511878.06,7482.98,6/24/2023,8756.16
personal loan,,,,,3/29/2024,693970.18,19468.16,770,,4/13/2024,1661.81,credit,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,744,4628,credit card,12/30/2023,6,7577.58,5273.19,05-01-2023,4864.29
transaction,,,,,9/18/2023,327997.97,323171.27,771,,12-09-2023,1996.83,debit,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,390,3496,credit card,10/23/2023,11,517725.83,18.74,01-01-2024,2049.67
home loan,,,,,08-02-2023,897760,936733.38,772,,04-02-2024,9222.66,debit,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,887,1968,credit card,12-06-2023,12,429560.01,6844.93,05-03-2023,3143.06
offset,,,,,1/24/2024,945531.35,28018.45,773,,4/25/2024,2184.29,debit,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,id nulla ultrices aliquet maecenas leo odio condimentum id luctus,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,664,2901,credit card,7/31/2023,3,787485.14,4922.36,6/29/2023,5387.97
transaction,,,,,12-03-2023,345403.35,795577.38,774,,9/14/2023,2440.58,debit,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,920,6569,credit card,6/18/2023,17,460050.69,3978.5,1/29/2024,9371.25
credit card,,,,,8/16/2023,397064.99,376896.64,775,,08-12-2023,3043.91,debit,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,420,4254,credit card,7/22/2023,27,319786.96,3161.65,06-12-2023,2783.18
personal loan,,,,,6/13/2023,91243.81,747731.8,776,,9/27/2023,5305.06,debit,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,sed sagittis nam congue risus semper porta volutpat quam pede lobortis,614,7971,credit card,03-12-2024,3,6952.6,4129.16,8/29/2023,1021.74
offset,,,,,11/21/2023,246563.77,312378.05,777,,7/14/2023,5377.92,credit,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,356,5081,credit card,07-12-2023,5,706250.2,1414.85,12-11-2023,305.85
offset,,,,,11-01-2023,820283.1,628568.87,778,,06-07-2023,6963.67,credit,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,636,9316,credit card,8/21/2023,15,628006.65,3666.4,3/14/2024,9371.94
transaction,,,,,04-10-2024,18512.19,274792.61,779,,12/13/2023,6331.28,credit,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,552,2514,credit card,5/15/2023,8,555342.41,3035.09,05-01-2023,183.65
personal loan,,,,,02-11-2024,476750.25,769298.67,780,,11/24/2023,690.54,credit,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,528,5595,credit card,4/13/2024,5,682465.47,6336.3,10/27/2023,3490.05
transaction,,,,,03-08-2024,862654.85,690152.82,781,,10/20/2023,2150.01,credit,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,907,8322,credit card,5/20/2023,19,559756.75,2229.28,6/21/2023,3231.58
personal loan,,,,,3/25/2024,455864.8,325804.53,782,,7/18/2023,6112.86,credit,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,226,7200,credit card,04-03-2024,5,201313.34,4141.58,05-08-2023,4385.38
home loan,,,,,2/25/2024,375598.87,687999.8,783,,12-02-2023,6888.71,debit,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,661,1262,credit card,08-11-2023,25,942826.13,9226.87,3/22/2024,790.43
credit card,,,,,06-05-2023,68859.19,758234.28,784,,06-10-2023,1957.7,debit,quisque porta volutpat erat quisque erat eros viverra eget congue eget,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,904,8838,credit card,6/14/2023,13,101014.76,2274.66,08-01-2023,2373.16
personal loan,,,,,09-02-2023,636941.95,433832.22,785,,4/14/2024,6860.52,credit,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,787,7154,credit card,05-04-2023,30,312056.15,5007.1,8/15/2023,8501.35
savings,,,,,3/22/2024,786074.48,97881.5,786,,02-03-2024,3435.81,credit,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent,904,8716,credit card,10/31/2023,11,765108.32,4435.3,01-07-2024,8256.47
personal loan,,,,,1/25/2024,119367.24,635043.26,787,,5/22/2023,5113.27,debit,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,482,3208,credit card,12-03-2023,4,776309.21,5849.69,10-08-2023,6431.55
offset,,,,,4/22/2024,372165.82,432123.43,788,,09-02-2023,3798.71,debit,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,687,2795,credit card,10/30/2023,20,598242.93,4957.41,2/23/2024,3834.33
personal loan,,,,,07-08-2023,954775.28,831864.87,789,,3/16/2024,7723.15,debit,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,269,4355,credit card,2/21/2024,21,625392.11,8071.85,8/15/2023,9140.26
